,Date,Open,High,Low,Close,Volume
957,10/19/2016,39.91199875,40.22999954,39.9015007,40.07500076,35336000
958,10/20/2016,40.16500092,40.19850159,39.80149841,39.8484993,35150000
959,10/21/2016,39.75,39.97499847,39.70000076,39.96849823,25324000
960,10/24/2016,40.24499893,40.75899887,40.24100113,40.6554985,33950000
961,10/25/2016,40.83399963,40.83399963,40.25699997,40.38349915,31528000
962,10/26/2016,40.31700134,40.34899902,39.81600189,39.95349884,32954000
963,10/27/2016,40.04999924,40.17449951,39.57500076,39.76750183,54984000
964,10/28/2016,40.41749954,40.7745018,39.67950058,39.76850128,85398000
965,10/31/2016,39.77349854,39.8429985,39.20000076,39.22700119,48546000
966,11/1/2016,39.14450073,39.47449875,38.77700043,39.18050003,48128000
967,11/2/2016,38.90999985,39.08250046,38.17250061,38.43500137,37448000
968,11/3/2016,38.36249924,38.49750137,37.95149994,38.10649872,38864000
969,11/4/2016,37.53300095,38.51800156,37.52804947,38.10100174,42696000
970,11/7/2016,38.72499847,39.2594986,38.62749863,39.12599945,31702000
971,11/8/2016,39.16999817,39.78165054,39.0094986,39.52550125,27338000
972,11/9/2016,38.99700165,39.56135178,38.58349991,39.26549911,52142000
973,11/10/2016,39.55849838,39.55849838,37.60900116,38.12799835,94904000
974,11/11/2016,37.82699966,38.03900146,37.51900101,37.70100021,48636000
975,11/14/2016,37.77999878,37.89250183,36.3769989,36.80400085,73088000
976,11/15/2016,37.3484993,38.22079849,37.3484993,37.92449951,47680000
977,11/16/2016,37.75999832,38.31800079,37.52550125,38.22399902,29452000
978,11/17/2016,38.34600067,38.63499832,38.21149826,38.56150055,26080000
979,11/18/2016,38.56850052,38.75,38,38.02700043,30942000
980,11/21/2016,38.13050079,38.48500061,38.02999878,38.45999908,26612000
981,11/22/2016,38.63150024,38.84799957,38.34999847,38.41350174,31862000
982,11/23/2016,38.38650131,38.41415024,37.76250076,38.04949951,29568000
983,11/25/2016,38.21300125,38.25,38.02600098,38.08399963,11748000
984,11/28/2016,38,38.97650146,37.99000168,38.41199875,43764000
985,11/29/2016,38.57649994,38.92499924,38.41199875,38.54199982,32332000
986,11/30/2016,38.50350189,38.6495018,37.74150085,37.90200043,47858000
987,12/1/2016,37.87200165,37.99250031,36.85124969,37.39599991,60358000
988,12/2/2016,37.22949982,37.70000076,37.15499878,37.52500153,29050000
989,12/5/2016,37.88550186,38.19499969,37.64500046,38.12599945,27884000
990,12/6/2016,38.23649979,38.44150162,37.86700058,37.95550156,33814000
991,12/7/2016,38.04999924,38.56800079,37.79000092,38.55950165,35220000
992,12/8/2016,38.62400055,38.9090004,38.36149979,38.82099915,29762000
993,12/9/2016,39,39.4715004,38.9510498,39.46450043,36438000
994,12/12/2016,39.2519989,39.5625,39.21775055,39.46350098,42082000
995,12/13/2016,39.69499969,40.21900177,39.66699982,39.80500031,42904000
996,12/14/2016,39.86999893,40.20000076,39.70050049,39.85350037,34084000
997,12/15/2016,39.86700058,40.15000153,39.64599991,39.89250183,32530000
998,12/16/2016,40.02000046,40.0428009,39.51449966,39.54000092,48876000
999,12/19/2016,39.51100159,39.88299942,39.31349945,39.70999908,24642000
1000,12/20/2016,39.83800125,39.93249893,39.66350174,39.82099915,19020000
1001,12/21/2016,39.79199982,39.83380127,39.35499954,39.72800064,24226000
1002,12/22/2016,39.61800003,39.66600037,39.42900085,39.56299973,19444000
1003,12/23/2016,39.54499817,39.63700104,39.36399841,39.49549866,12468000
1004,12/27/2016,39.5340004,39.89300156,39.38285065,39.57749939,15782000
1005,12/28/2016,39.68500137,39.71149826,39.15999985,39.25249863,23076000
1006,12/29/2016,39.16650009,39.29650116,38.94599915,39.13949966,14886000
1007,12/30/2016,39.13750076,39.13899994,38.52050018,38.5909996,35400000
1008,1/3/2017,38.94049835,39.48149872,38.79000092,39.30699921,33146000
1009,1/4/2017,39.41799927,39.56700134,39.15800095,39.34500122,21460000
1010,1/5/2017,39.30400085,39.72399902,39.25099945,39.70100021,26704000
1011,1/6/2017,39.76300049,40.39500046,39.61019897,40.30749893,32804000
1012,1/9/2017,40.31999969,40.49829865,40.14149857,40.33250046,25492000
1013,1/10/2017,40.39300156,40.45650101,40.17549896,40.23949814,23536000
1014,1/11/2017,40.25,40.40750122,40.06850052,40.39550018,21318000
1015,1/12/2017,40.35699844,40.36949921,39.95849991,40.31800079,27062000
1016,1/13/2017,40.37400055,40.56119919,40.33449936,40.39400101,21984000
1017,1/17/2017,40.35400009,40.35699844,40.01850128,40.23049927,27242000
1018,1/18/2017,40.29050064,40.31024933,40.04949951,40.30350113,25888000
1019,1/19/2017,40.25600052,40.47399902,40.09000015,40.10874939,18386000
1020,1/20/2017,40.34550095,40.34550095,40.08449936,40.25099945,33400000
1021,1/23/2017,40.36249924,41.04349899,40.18700027,40.96549988,39272000
1022,1/24/2017,41.11500168,41.29499817,40.89104843,41.19350052,29480000
1023,1/25/2017,41.48099899,41.78850174,41.25299835,41.78350067,29890000
1024,1/26/2017,41.89049911,41.90000153,41.3504982,41.60749817,59478000
1025,1/27/2017,41.73550034,42.09749985,41.02199936,41.16550064,59316000
1026,1/30/2017,40.73300171,40.79199982,39.99000168,40.11600113,64932000
1027,1/31/2017,39.8429985,40.0625,39.52600098,39.83950043,43212000
1028,2/1/2017,39.98400116,40.05950165,39.55950165,39.78475189,40594000
1029,2/2/2017,39.68999863,40.13499832,39.59999847,39.92649841,30642000
1030,2/3/2017,40.1495018,40.29999924,40.01850128,40.07450104,29268000
1031,2/6/2017,39.98500061,40.08349991,39.76250076,40.06700134,23690000
1032,2/7/2017,40.19950104,40.52500153,40.0890007,40.3484993,24824000
1033,2/8/2017,40.34999847,40.59199905,40.15950012,40.41899872,23106000
1034,2/9/2017,40.4754982,40.53300095,40.22700119,40.47800064,19794000
1035,2/10/2017,40.58499908,40.76250076,40.48899841,40.68349838,22700000
1036,2/13/2017,40.79999924,41.04795074,40.7745018,40.9620018,24266000
1037,2/14/2017,40.95000076,41.15000153,40.79999924,41.02249908,21094000
1038,2/15/2017,40.9679985,41.15000153,40.92350006,40.94900131,26272000
1039,2/16/2017,40.99649811,41.22000122,40.94900131,41.20800018,25752000
1040,2/17/2017,41.15100098,41.4034996,41.08274841,41.4034996,32220000
1041,2/21/2017,41.43299866,41.67250061,41.41749954,41.58300018,25246000
1042,2/22/2017,41.43299866,41.66249847,41.43199921,41.5379982,19658000
1043,2/23/2017,41.50600052,41.6230011,41.14400101,41.56650162,29456000
1044,2/24/2017,41.38650131,41.45000076,41.20999908,41.43199921,27844000
1045,2/27/2017,41.22750092,41.52500153,41.20000076,41.4640007,22030000
1046,2/28/2017,41.2804985,41.42699814,41.00999832,41.16049957,45216000
1047,3/1/2017,41.44250107,41.81275177,41.36299896,41.76200104,29930000
1048,3/2/2017,41.69250107,41.7254982,41.48199844,41.53150177,18850000
1049,3/3/2017,41.52799988,41.56800079,41.28755188,41.45399857,17928000
1050,3/6/2017,41.34749985,41.44400024,41.11999893,41.38899994,22180000
1051,3/7/2017,41.36999893,41.67050171,41.32600021,41.59550095,20752000
1052,3/8/2017,41.67549896,41.90750122,41.58950043,41.76850128,19796000
